#id,name,request_email,notes,home_page,tag_string,valid_email,commune
agefiph-63113-01,Agefiph - Auvergne-Rhône-Alpes,auvergne-rhones-alpes@agefiph.asso.fr,"Adresse : Immeuble Gergovia - 65 boulevard François-Mitterrand - 6e étage,63010,Clermont-Ferrand | Tél : 08 00 11 10 09 / Numéro vert : service et appel gratuits. | Fax : 04 73 34 76 93",http://www.agefiph.fr,agefiph,True,Clermont-Ferrand
mairie-51568-01,Mairie - Thil,mairiedethil@wanadoo.fr,"Adresse : 1 place de la Mairie,501220,Thil | Tél : 03 26 03 11 34 | Fax : 03 26 03 11 34",http://www.commune-thil51.fr,mairie,True,Thil
mairie-10377-01,Mairie - Thil,mairiedethil10@orange.fr,"Adresse : 1 place de la Mairie, 010200, Thil | Tél : 03 25 92 78 54 | Fax : ",,mairie,True,Thil
mairie-01418-01,Mairie - Thil,mairie.thil@thil.fr,"Adresse : 340 rue de la Mairie, 01120, Thil | Tél : 04 78 06 19 90 | Fax : 04 78 06 51 83",http://www.thil.fr,mairie,True,Thil
mairie-31553-01,Mairie - Thil,accueil@mairie-thil.fr,"Adresse : 14 Grand'rue,301530,Thil | Tél : 05 61 85 42 88 | Fax : 05 61 85 19 66",http://www.mairie-thil31.fr,mairie,True,Thil
mairie-37258-01,Mairie - Thizay,communedethizay@wanadoo.fr,"Adresse : 4 rue de la Fontaine,37500,Thizay | Tél : 02 47 95 90 27 | Fax : 09 70 06 79 47",http://www.cc-cvl.fr,mairie,True,Thizay
mairie-36222-01,Mairie - Thizay,mairie.thizay36@wanadoo.fr,"Adresse : 2 place de l'Église,36100,Thizay | Tél : 02 54 21 31 30 | Fax : 02 54 21 31 51",,mairie,True,Thizay
mairie-80756-01,Mairie - Thièvres,mairiethievres80@orange.fr,"Adresse : 1 rue d'Authie,80560,Thièvres | Tél : 03 22 76 26 58 | Fax : 03 22 76 26 58",,mairie,True,Thièvres
mairie-62814-01,Mairie - Thièvres,mairie.thievres@orange.fr,"Adresse : 22 Grand'rue,62760,Thièvres | Tél : 03 21 58 55 56 | Fax : 03 91 19 29 12",,mairie,True,Thièvres
mairie-01419-01,Mairie - Thoiry,mairie@mairie-thoiry.fr,"Adresse : 374 rue Briand-Stresemann, 01710, Thoiry | Tél : 04 50 41 21 66 | Fax : 04 50 20 87 13",http://www.mairie-thoiry.fr,mairie,True,Thoiry
mairie-73293-01,Mairie - Thoiry,thoiry73@wanadoo.fr,"Adresse : Chef-lieu,73230,Thoiry | Tél : 04 79 28 40 89 | Fax : 04 79 28 40 15",http://www.mairie-thoiry73.fr,mairie,True,Thoiry
mairie-78616-01,Mairie - Thoiry,mairie-de-thoiry@wanadoo.fr,"Adresse : 2 rue du Pavillon-de-Montreuil,78770,Thoiry | Tél : 01 34 94 77 39 | Fax : 01 34 94 77 40",http://www.thoiry78.fr,mairie,True,Thoiry
mairie-17446-01,Mairie - Thors,mairie@thors.fr,"Adresse : 13 rue du Centre, 017160, Thors | Tél : 05 46 58 56 44 | Fax : ",,mairie,True,Thors
mairie-10378-01,Mairie - Thors,mairie.thors@wanadoo.fr,"Adresse : Place de la Mairie, 010200, Thors | Tél : 03 25 27 06 04 | Fax : ",,mairie,True,Thors
mairie-89415-01,Mairie - Thory,thory.mairie@wanadoo.fr,"Adresse : 6 Grande rue,89200,Thory | Tél : 03 86 31 02 70 | Fax : 03 86 31 02 70",,mairie,True,Thory
mairie-80758-01,Mairie - Thory,mairiethory@orange.fr,"Adresse : 2 rue du Frien,80250,Thory | Tél : 03 22 35 01 45 | Fax : 03 22 35 01 45",,mairie,True,Thory
mairie-45323-01,Mairie - Thou,thou.mairie@orange.fr,"Adresse : 12 route Impériale,45420,Thou | Tél : 02 38 31 62 20 | Fax : 02 38 29 66 59",,mairie,True,Thou
mairie-18264-01,Mairie - Thou,mairie.thou@wanadoo.fr,"Adresse : Le Bourg, 018260, Thou | Tél : 02 48 73 85 70 | Fax : 02 48 73 85 70",,mairie,True,Thou
mairie-89416-01,Mairie - Thury,mairiedethury@wanadoo.fr,"Adresse : 1 place de l'Église,89520,Thury | Tél : 03 86 45 22 69 | Fax : 03 86 45 28 60",http://www.thury89.fr,mairie,True,Thury
mairie-21636-01,Mairie - Thury,mairie-thury@orange.fr,"Adresse : Le Bourg, 201340, Thury | Tél : 03 80 20 20 92 | Fax : ",,mairie,True,Thury
mairie-64536-01,Mairie - Thèze,comtheze@cdg-64.fr,"Adresse : 7 rue des Pyrénées,64450,Thèze | Tél : 05 59 04 86 90 | Fax : ",http://www.theze64.fr,mairie,True,Thèze
mairie-04216-01,Mairie - Thèze,mairie.theze@wanadoo.fr,"Adresse : Chemin de l'Eclause, 4200, Thèze | Tél : 04 92 62 12 94 | Fax : ",http://www.sisteronais-buech.fr,mairie,True,Thèze
mairie-17444-01,Mairie - Thénac,mairie.thenac@wanadoo.fr,"Adresse : 35 rue de la République, 017460, Thénac | Tél : 05 46 92 63 58 | Fax : 05 46 92 68 45",http://www.thenac.fr,mairie,True,Thénac
mairie-24549-01,Mairie - Thénac,thenac.mairie@wanadoo.fr,"Adresse : Le Bourg, 24240, Thénac | Tél : 05 53 58 43 63 | Fax : ",,mairie,True,Thénac
mairie-47307-01,Mairie - Thézac,commune.thezac@wanadoo.fr,"Adresse : Le Bourg,47370,Thézac | Tél : 05 53 40 79 99 | Fax : ",http://www.thezac.fr,mairie,True,Thézac
mairie-17445-01,Mairie - Thézac,mairie@thezac17.fr,"Adresse : 8 rue Jacques-de-Thézac, 017600, Thézac | Tél : 05 46 94 82 37 | Fax : 05 46 94 85 61",,mairie,True,Thézac
mairie-27644-01,Mairie - Tilly,tilly.mairie@wanadoo.fr,"Adresse : 15 rue Grande, 27510, Tilly | Tél : 02 32 52 38 96 | Fax : 02 32 53 43 41",http://tilly-eure.fr,mairie,True,Tilly
mairie-36223-01,Mairie - Tilly,mairie.tilly@wanadoo.fr,"Adresse : 1 place de lÉglise,36310,Tilly | Tél : 02 54 25 71 90 | Fax : ",http://www.mairie-tilly.fr,mairie,True,Tilly
mairie-78618-01,Mairie - Tilly,mairie-tilly78@wanadoo.fr,"Adresse : 8 Grand'rue,78790,Tilly | Tél : 01 30 42 53 36 | Fax : ",http://www.mairie-tilly78.fr,mairie,True,Tilly
mairie-27645-01,Mairie - Tocqueville,mairie.tocqueville@wanadoo.fr,"Adresse : 15 rue Saint-Gorgon, 27500, Tocqueville | Tél : 02 32 42 17 88 | Fax : ",,mairie,True,Tocqueville
mairie-50598-01,Mairie - Tocqueville,mairie.tocqueville50@orange.fr,"Adresse : 27 rue Alexis-de-Tocqueville,50330,Tocqueville | Tél : 02 33 54 67 03 | Fax : ",http://www.tocqueville50330.fr,mairie,True,Tocqueville
mairie-77468-01,Mairie - Torcy,info@ville-torcy.fr,"Adresse : Place de l'Appel-du-18-Juin-01940,77200,Torcy | Tél : 01 60 37 37 37 | Fax : 01 60 37 37 38",http://www.ville-torcy.fr,mairie,True,Torcy
mairie-62823-01,Mairie - Torcy,mairie.torcy@wanadoo.fr,"Adresse : Rue Principale,62310,Torcy | Tél : 03 21 90 63 42 | Fax : 03 21 90 63 42",,mairie,True,Torcy
mairie-71540-01,Mairie - Torcy,mairie@torcy71.fr,"Adresse : Avenue de Bourgogne,701210,Torcy | Tél : 03 85 77 05 05 | Fax : 03 85 77 05 06",http://www.torcy-bourgogne.fr,mairie,True,Torcy
mairie-76697-01,Mairie - Torcy-le-Grand,mairie.torcy.legrand@wanadoo.fr,"Adresse : 78 route de la Vallée,76590,Torcy-le-Grand | Tél : 02 35 83 41 19 | Fax : ",,mairie,True,Torcy-le-Grand
mairie-10379-01,Mairie - Torcy-le-Grand,mairie.torcy-le-grand@wanadoo.fr,"Adresse : Place du Chauffour, 010700, Torcy-le-Grand | Tél : 03 25 37 01 20 | Fax : 03 25 37 01 20",http://www.torcy-le-grand-aube.fr,mairie,True,Torcy-le-Grand
mairie-76698-01,Mairie - Torcy-le-Petit,mairie-torcylepetit@wanadoo.fr,"Adresse : 54 route de Dieppe,76590,Torcy-le-Petit | Tél : 02 35 83 40 29 | Fax : ",,mairie,True,Torcy-le-Petit
mairie-10380-01,Mairie - Torcy-le-Petit,mairie.torcylepetit@wanadoo.fr,"Adresse : Voie Arcis-sur-Aube, 010700, Torcy-le-Petit | Tél : 03 25 37 09 19 | Fax : ",,mairie,True,Torcy-le-Petit
mairie-71541-01,Mairie - Torpes,mairie.torpes@wanadoo.fr,"Adresse : 10 impasse de l'Église,701270,Torpes | Tél : 03 85 72 31 76 | Fax : ",,mairie,True,Torpes
mairie-25564-01,Mairie - Torpes,mairietorpes@torpes.fr,"Adresse : 1 place de l'Église, 25320, Torpes | Tél : 03 81 58 65 61 | Fax : ",http://www.torpes.fr,mairie,True,Torpes
mairie-12282-01,Mairie - Tournemire,mairie-tournemire@wanadoo.fr,"Adresse : Place de la Mairie, 012250, Tournemire | Tél : 05 65 59 90 86 | Fax : ",,mairie,True,Tournemire
mairie-15238-01,Mairie - Tournemire,tournemire3@wanadoo.fr,"Adresse : 1 rue Édouard-Marty, 015310, Tournemire | Tél : 04 71 47 61 34 | Fax : 04 71 47 64 67",,mairie,True,Tournemire
mairie-61491-01,Mairie - Tourouvre-au-Perche,tourouvre-au-perche@orange.fr,"Adresse : Place Louis-Debray,601190,Tourouvre-au-Perche | Tél : 02 33 25 74 55 | Fax : 02 33 25 43 46",,mairie,True,Tourouvre-au-Perche
mairie-61491-02,Mairie - Tourouvre-au-Perche,mairie.prepotin@wanadoo.fr,"Adresse : Prépotin - Le Bourg,601190,Tourouvre-au-Perche | Tél : 02 33 34 57 20 | Fax : ",,mairie,True,Tourouvre-au-Perche
mairie-16204-04,Mairie - Touzac,mairie-touzac16@orange.fr,"Adresse : Touzac - 5 rue Jean-Daudin, 016120, Bellevigne | Tél : 05 45 97 50 00 | Fax : 05 45 97 53 03",http://www.touzac.fr,mairie,True,Bellevigne
mairie-46321-01,Mairie - Touzac,mairie.touzac@wanadoo.fr,"Adresse : Le Bourg,46700,Touzac | Tél : 05 65 36 54 09 | Fax : 05 65 36 89 25",,mairie,True,Touzac
mairie-30332-01,Mairie - Trèves,mairie.treves@wanadoo.fr,"Adresse : Le Village,30750,Trèves | Tél : 04 67 82 72 90 | Fax : 04 67 82 74 31",http://www.mairie-treves.com,mairie,True,Trèves
mairie-69252-01,Mairie - Trèves,mairie@treves69.fr,"Adresse : 450 route des Deux-Vallées,69420,Trèves | Tél : 04 72 24 91 12 | Fax : ",http://www.treves69.fr,mairie,True,Trèves
mairie-29297-01,Mairie - Tréméven,mairie.tremeven@gmail.com,"Adresse : Place de l'Église, 29300, Tréméven | Tél : 02 98 96 08 02 | Fax : 02 98 39 02 71",http://www.tremeven.net,mairie,True,Tréméven
mairie-22370-01,Mairie - Tréméven,tremeven.mairie@wanadoo.fr,"Adresse : 1 le Bourg, 22290, Tréméven | Tél : 02 96 70 02 75 | Fax : ",,mairie,True,Tréméven
mairie-10390-01,Mairie - Urville,mairie.urville10@wanadoo.fr,"Adresse : 3 place Armand, 010200, Urville | Tél : 03 25 27 44 43 | Fax : 03 25 27 44 43",,mairie,True,Urville
mairie-88482-01,Mairie - Urville,urville.mairie-de@akeonet.com,"Adresse : 2 Grande rue,88140,Urville | Tél : 03 29 07 24 01 | Fax : ",,mairie,True,Urville
mairie-50610-01,Mairie - Urville,mairie.urvillebocage@orange.fr,"Adresse : 8 rue de la Barberie,50700,Urville | Tél : 02 33 41 20 78 | Fax : ",,mairie,True,Urville
mairie-14719-01,Mairie - Urville,mairie.urville1@wanadoo.fr,"Adresse : 4 rue de Barbery, 014190, Urville | Tél : 02 31 23 54 08 | Fax : 02 31 23 54 08",,mairie,True,Urville
mairie-46323-01,Mairie - Ussel,ussel.cne@wanadoo.fr,"Adresse : Le Bourg,46240,Ussel | Tél : 05 65 36 81 76 | Fax : 05 65 36 81 76",,mairie,True,Ussel
mairie-19275-01,Mairie - Ussel,mairie@ussel19.fr,"Adresse : 26 avenue Marmontel - BP 63, 019208, Ussel Cedex | Tél : 05 55 46 54 00 | Fax : 05 55 72 86 51",http://www.ussel19.fr,mairie,True,Ussel
mairie-15244-01,Mairie - Ussel,mairie@ussel.fr,"Adresse : Le Bourg, 015300, Ussel | Tél : 04 71 73 21 84 | Fax : 04 71 73 21 84",,mairie,True,Ussel
mairie-65459-01,Mairie - Uzer,mairieuzer@orange.fr,"Adresse : 1 place Saint-Martin,65200,Uzer | Tél : 05 62 91 28 52 | Fax : ",,mairie,True,Uzer
mairie-07327-01,Mairie - Uzer,mairie@uzer.fr,"Adresse : 175 route d'Alès, 7110, Uzer | Tél : 04 75 36 87 59 | Fax : ",https://www.uzer07.fr,mairie,True,Uzer
mairie-30335-01,Mairie - Vabres,mairie30-vabres@wanadoo.fr,"Adresse : Le Bayle,30460,Vabres | Tél : 04 66 85 28 79 | Fax : ",,mairie,True,Vabres
mairie-15245-01,Mairie - Vabres,mairie-vabres@wanadoo.fr,"Adresse : Le Bourg, 015100, Vabres | Tél : 04 71 23 90 03 | Fax : 04 71 23 90 03",,mairie,True,Vabres
mairie-39539-01,Mairie - Vadans,commune.vadans39@wanadoo.fr,"Adresse : 20 Grand'rue,39600,Vadans | Tél : 03 84 66 22 01 | Fax : ",http://vadans.arbois.com,mairie,True,Vadans
mairie-70510-01,Mairie - Vadans,mairievadans70@wanadoo.fr,"Adresse : 5 place de l'Église,70140,Vadans | Tél : 03 84 31 57 99 | Fax : ",,mairie,True,Vadans
mairie-80773-01,Mairie - Vadencourt,mairie-vadencourt@wanadoo.fr,"Adresse : 10 route d'Arras,80560,Vadencourt | Tél : 03 22 40 60 79 | Fax : ",,mairie,True,Vadencourt
mairie-02757-01,Mairie - Vadencourt,mairie.vadencourt@orange.fr,"Adresse : 3 rue Bovalon, 2120, Vadencourt | Tél : 03 23 61 07 03 | Fax : 03 23 68 13 84",http://www.vadencourt.com,mairie,True,Vadencourt
mairie-10391-01,Mairie - Vailly,mairie.vailly@wanadoo.fr,"Adresse : 25 Grande rue, 010150, Vailly | Tél : 03 25 73 60 20 | Fax : ",,mairie,True,Vailly
mairie-74287-01,Mairie - Vailly,mairievailly@wanadoo.fr,"Adresse : 3 route de Thonon,74470,Vailly | Tél : 04 50 73 80 07 | Fax : 04 50 73 89 50",http://www.vailly74.fr,mairie,True,Vailly
mairie-79063-03,Mairie - Val-en-Vignes,mairie@valenvignes.fr,"Adresse : Mairie déléguée de Massais - 2 place Saint-Hilaire,79150,Val-en-Vignes | Tél : 05 49 96 80 10 | Fax : ",http://valenvignes.com,mairie,True,Val-en-Vignes
mairie-79063-02,Mairie - Val-en-Vignes,mairie@valenvignes.fr,"Adresse : Mairie déléguée de Bouillé-Saint-Paul - 1 rue du Château,79290,Val-en-Vignes | Tél : 05 49 96 83 20 | Fax : 05 49 96 89 11",http://valenvignes.com,mairie,True,Val-en-Vignes
mairie-26362-01,Mairie - Valence,accueil.mairie@marie-valence.fr,"Adresse : 1 place de la Liberté - BP 2119, 26000, Valence | Tél : 04 75 79 20 00 | Fax : 04 75 79 20 69",http://www.valence.fr,mairie,True,Valence
mairie-16392-01,Mairie - Valence,valence.mairie@wanadoo.fr,"Adresse : Bel-Air - 14 rue des Écoles, 016460, Valence | Tél : 05 45 39 24 21 | Fax : 05 45 95 76 11",,mairie,True,Valence
mairie-41142-02,Mairie - Valencisse,mairiechambonsurcisse@orange.fr,"Adresse : Mairie déléguée de Chambon-sur-Cisse - Rue du Maréchal-de-Lattre-de-Tassigny,401190,Valencisse | Tél : 02 54 70 03 48 | Fax : 02 54 70 04 25",,mairie,True,Valencisse
mairie-41142-01,Mairie - Valencisse,mairie.molineuf@wanadoo.fr,"Adresse : Place du 11-Novembre-01918 - Molineuf,401190,Valencisse | Tél : 02 54 70 05 23 | Fax : 02 54 70 08 15",http://www.molineuf.fr,mairie,True,Valencisse
mairie-54542-01,Mairie - Valleroy,contactsmairie@valleroy54.fr,"Adresse : 7 place de la Mairie,54910,Valleroy | Tél : 03 82 46 26 78 | Fax : 03 82 46 32 57",https://www.mairie-valleroy.fr,mairie,True,Valleroy
mairie-52503-01,Mairie - Valleroy,mairie.valleroy@gmail.com,"Adresse : 2 rue de la Côte,52500,Valleroy | Tél : 03 25 88 75 70 | Fax : 03 25 88 75 70",,mairie,True,Valleroy
mairie-25582-01,Mairie - Valleroy,valleroy.mairie@wanadoo.fr,"Adresse : 1 rue de la Fontaine, 25870, Valleroy | Tél : 03 81 57 89 96 | Fax : ",http://www.valleroy.fr,mairie,True,Valleroy
mairie-41055-02,Mairie - Valloire-sur-Cisse,mairie.coulanges.41@wanadoo.fr,"Adresse : Mairie déléguée de Coulanges - 1 rue de la Fontaine,401150,Valloire-sur-Cisse | Tél : 02 54 20 45 59 | Fax : ",,mairie,True,Valloire-sur-Cisse
mairie-41240-01,Mairie - Valloire-sur-Cisse,mairie-de-seillac@wanadoo.fr,"Adresse : 10 rue Fernand-Boulon,401150,Valloire-sur-Cisse | Tél : 02 54 20 84 84 | Fax : ",,mairie,True,Valloire-sur-Cisse
mairie-41055-03,Mairie - Valloire-sur-Cisse,mairie-de-seillac@wanadoo.fr,"Adresse : Mairie déléguée de Seillac - 10 rue Fernand-Boulon,401150,Valloire-sur-Cisse | Tél : 02 54 20 84 84 | Fax : ",,mairie,True,Valloire-sur-Cisse
mairie-41055-01,Mairie - Valloire-sur-Cisse,mairie@chouzy-sur-cisse.fr,"Adresse : Chouzy-sur-Cisse - 14 place de la Mairie,401150,Valloire-sur-Cisse | Tél : 02 54 33 55 45 | Fax : 02 54 33 55 40",http://www.chouzy-sur-cisse.fr,mairie,True,Valloire-sur-Cisse
mairie-05101-01,Mairie - Vallouise-Pelvoux,mairie@vallouise-pelvoux.fr,"Adresse : Saint-Antoine, 5340, Vallouise-Pelvoux | Tél : 04 92 23 30 19 | Fax : ",http://www.vallouise-pelvoux.fr,mairie,True,Vallouise-Pelvoux
mairie-05101-02,Mairie - Vallouise-Pelvoux,mairie@vallouise-pelvoux.fr,"Adresse : Mairie déléguée de Vallouise - Place de l'Église, 5340, Vallouise-Pelvoux | Tél : 04 92 23 30 19 | Fax : 04 92 23 48 60",http://www.vallouise-pelvoux.fr,mairie,True,Vallouise-Pelvoux
mairie-76719-01,Mairie - Valmont,mairie-sg.valmont76@wanadoo.fr,"Adresse : Place Robert-Grèverie,76540,Valmont | Tél : 02 35 29 82 72 | Fax : 02 35 27 89 75",http://www.valmont76.com,mairie,True,Valmont
mairie-57690-01,Mairie - Valmont,accueil@mairiedevalmont.fr,"Adresse : 1 rue de la Mairie,57730,Valmont | Tél : 03 87 92 11 34 | Fax : 03 87 92 08 83",http://www.mairie-valmont.fr,mairie,True,Valmont
mairie-89196-02,Mairie - Valravillon,communevillemer@orange.fr,"Adresse : Villemer - 9 route de Briare,89113,Valravillon | Tél : 03 86 73 76 95 | Fax : ",http://www.villemer89.fr,mairie,True,Valravillon
mairie-89196-01,Mairie - Valravillon,mairie-guerchy@wanadoo.fr,"Adresse : 1 rue Saint-Germain,89113,Guerchy | Tél : 03 86 73 73 28 | Fax : ",,mairie,True,Guerchy
mairie-54546-01,Mairie - Vandières,mairie.vandieres54@wanadoo.fr,"Adresse : 4 place du 11-Novembre,54121,Vandières | Tél : 03 83 81 71 65 | Fax : 03 83 82 64 32",http://www.vandieres54.fr,mairie,True,Vandières
mairie-51592-01,Mairie - Vandières,mairie.vandieres51@wanadoo.fr,"Adresse : 6 rue Saint-Antoine,501700,Vandières | Tél : 03 26 58 02 46 | Fax : 03 26 53 94 63",,mairie,True,Vandières
mairie-23258-01,Mairie - Vareilles,mairie.vareilles@wanadoo.fr,"Adresse : 2 rue de la Mairie, 23300, Vareilles | Tél : 05 55 63 01 89 | Fax : 09 70 06 47 64",,mairie,True,Vareilles
mairie-71553-01,Mairie - Vareilles,vareilles71@wanadoo.fr,"Adresse : Le Bourg,701800,Vareilles | Tél : 03 85 28 06 38 | Fax : ",,mairie,True,Vareilles
mairie-24566-01,Mairie - Varennes,varennes.mairie@wanadoo.fr,"Adresse : Le Bourg, 24150, Varennes | Tél : 05 53 61 07 66 | Fax : 05 53 61 72 31",http://www.varennes-dordogne.fr,mairie,True,Varennes
mairie-86277-01,Mairie - Varennes,varennes@departement86.fr,"Adresse : 5 rue de la Mairie,86110,Varennes | Tél : 05 49 50 44 64 | Fax : ",,mairie,True,Varennes
mairie-82188-01,Mairie - Varennes,mairie-varennes@info82.com,"Adresse : 11 place Pousergues,82370,Varennes | Tél : 05 63 68 02 79 | Fax : 05 63 24 23 97",http://www.varennes82.fr,mairie,True,Varennes
mairie-80776-01,Mairie - Varennes,mairie.varennes80@wanadoo.fr,"Adresse : 3 rue du Bois,80560,Varennes | Tél : 03 22 76 45 54 | Fax : ",,mairie,True,Varennes
mairie-31568-01,Mairie - Varennes,mairiedevarennes@wanadoo.fr,"Adresse : Le Village,301450,Varennes | Tél : 05 61 81 47 64 | Fax : ",,mairie,True,Varennes
mairie-37265-01,Mairie - Varennes,mairie.de.varennes-37@wanadoo.fr,"Adresse : 1 place de la Mairie,37600,Varennes | Tél : 02 47 59 04 32 | Fax : 02 47 59 04 32",http://www.mairie-varennes37.fr,mairie,True,Varennes
mairie-89430-01,Mairie - Varennes,mairie-varennes89@wanadoo.fr,"Adresse : 2 rue du Chapiteau,89144,Varennes | Tél : 03 86 47 43 63 | Fax : ",http://www.mairie-varennes-89.com,mairie,True,Varennes
mairie-70523-01,Mairie - Vars,vars.mairie@wanadoo.fr,"Adresse : Rue du Puits,70600,Vars | Tél : 03 84 32 12 80 | Fax : 03 84 32 12 80",,mairie,True,Vars
mairie-16393-01,Mairie - Vars,ville.vars16@gmail.com,"Adresse : 33 rue Principale, 016330, Vars | Tél : 05 45 39 73 04 | Fax : 05 45 22 72 93",,mairie,True,Vars
mairie-05177-01,Mairie - Vars,info@mairiedevars.com,"Adresse : Sainte-Marie, 5560, Vars | Tél : 04 92 46 50 09 | Fax : 04 92 46 62 46",http://www.mairiedevars.com,mairie,True,Vars
mairie-51597-01,Mairie - Vauciennes,vauciennes.mairie@wanadoo.fr,"Adresse : 2 rue de la Liberté,501480,Vauciennes | Tél : 03 26 58 42 25 | Fax : 09 70 32 43 14",,mairie,True,Vauciennes
mairie-60658-01,Mairie - Vauciennes,mvauciennes@wanadoo.fr,"Adresse : 22 rue de l'Église,60117,Vauciennes | Tél : 03 44 88 41 38 | Fax : 03 44 94 28 99",,mairie,True,Vauciennes
mairie-55535-01,Mairie - Vaudoncourt,commune.de.vaudoncourt@wanadoo.fr,"Adresse : 14 route de Billy,55230,Vaudoncourt | Tél : 03 29 85 94 51 | Fax : 03 29 85 90 36",,mairie,True,Vaudoncourt
mairie-88496-01,Mairie - Vaudoncourt,vaudoncourt.mairie@akeonet.com,"Adresse : Rue Barbazan,88140,Vaudoncourt | Tél : 03 29 09 10 68 | Fax : 03 29 09 21 10",,mairie,True,Vaudoncourt
mairie-62836-01,Mairie - Vaudricourt,mairie@vaudricourt.com,"Adresse : 405 rue de Béthune,62131,Vaudricourt | Tél : 03 21 68 21 75 | Fax : 03 21 56 00 27",http://www.vaudricourt.com,mairie,True,Vaudricourt
mairie-80780-01,Mairie - Vaudricourt,mairiedevaudricourt@wanadoo.fr,"Adresse : 1 impasse Pierre-Blondin,80230,Vaudricourt | Tél : 03 22 30 26 60 | Fax : 03 22 30 26 60",,mairie,True,Vaudricourt
mairie-62838-01,Mairie - Vaulx,vaulx.mairie@wanadoo.fr,"Adresse : 9 rue de l'Église,62390,Vaulx | Tél : 03 21 03 76 54 | Fax : 03 21 03 76 54",,mairie,True,Vaulx
mairie-74292-01,Mairie - Vaulx,mairie@vaulx74.fr,"Adresse : 32 route de Hauteville,74150,Vaulx | Tél : 04 50 60 55 63 | Fax : 04 50 60 09 50",http://www.vaulx74.fr,mairie,True,Vaulx
mairie-70526-01,Mairie - Vauvillers,mairie.vauvillers@wanadoo.fr,"Adresse : Cour du Château,70210,Vauvillers | Tél : 03 84 92 82 88 | Fax : 03 84 92 94 43",,mairie,True,Vauvillers
mairie-80781-01,Mairie - Vauvillers,mairiedevauvillers@wanadoo.fr,"Adresse : 8 place Publique,80131,Vauvillers | Tél : 03 22 85 18 70 | Fax : 03 22 85 18 70",,mairie,True,Vauvillers
mairie-86278-01,Mairie - Vaux,contact@vaux-en-couhe.fr,"Adresse : 1 rue du 19-Mars,86700,Vaux | Tél : 05 49 59 29 15 | Fax : 05 49 37 36 45",http://www.vaux-en-couhe.fr,mairie,True,Vaux
mairie-31570-01,Mairie - Vaux,vaux.commune@wanadoo.fr,"Adresse : Le Village,301540,Vaux | Tél : 05 61 83 00 17 | Fax : 05 61 83 63 32",,mairie,True,Vaux
mairie-57701-01,Mairie - Vaux,mairievaux57@orange.fr,"Adresse : 6 place de la Mairie,57130,Vaux | Tél : 03 87 60 08 56 | Fax : 03 87 30 78 48",http://mairievaux.free.fr,mairie,True,Vaux
mairie-03301-01,Mairie - Vaux,mairie.de.vaux@wanadoo.fr,"Adresse : 4 rue du Duc-de-Berry, 3190, Vaux | Tél : 04 70 06 00 17 | Fax : 04 70 06 09 45",http://www.mairie-vaux.fr,mairie,True,Vaux
mairie-87199-01,Mairie - Vayres,mairie-vayres@wanadoo.fr,"Adresse : 9 rue Belles-Roses,87600,Vayres | Tél : 05 55 78 11 12 | Fax : 05 55 78 76 82",http://www.vayres.fr,mairie,True,Vayres
mairie-33539-01,Mairie - Vayres,contact@mairie-vayres.fr,"Adresse : 44 avenue de Libourne,33870,Vayres | Tél : 05 57 55 25 55 | Fax : 05 57 55 25 56",http://www.mairie-vayres.fr,mairie,True,Vayres
mairie-60663-01,Mairie - Velennes,mairie.velennes@wanadoo.fr,"Adresse : 38 Grande rue,60510,Velennes | Tél : 03 44 80 38 64 | Fax : 03 44 80 14 75",,mairie,True,Velennes
mairie-80786-01,Mairie - Velennes,velennes.mairie@wanadoo.fr,"Adresse : 17 Grande rue,80160,Velennes | Tél : 03 22 55 00 87 | Fax : 03 22 55 00 87",,mairie,True,Velennes
mairie-27677-01,Mairie - Venon,mairie-venon@orange.fr,"Adresse : Place de la Mairie, 27110, Venon | Tél : 02 32 50 53 36 | Fax : ",,mairie,True,Venon
mairie-38533-01,Mairie - Venon,mairie@venon.fr,"Adresse : 85 chemin de l'Adret,38610,Venon | Tél : 04 76 89 44 11 | Fax : 04 76 59 32 70",http://www.venon.fr,mairie,True,Venon
mairie-04234-01,Mairie - Venterol,mairie.venterol@wanadoo.fr,"Adresse : Le Village, 5130, Venterol | Tél : 04 92 54 12 12 | Fax : 04 92 54 02 92",,mairie,True,Venterol
mairie-26367-01,Mairie - Venterol,mairie-venterol@orange.fr,"Adresse : 24 rue du Bout-du-Monde, 26110, Venterol | Tél : 04 75 27 91 11 | Fax : 04 75 27 09 12",http://www.venterol.net,mairie,True,Venterol
mairie-24570-01,Mairie - Verdon,mairie.verdon@free.fr,"Adresse : Le Bourg, 24520, Verdon | Tél : 05 53 23 29 51 | Fax : ",http://www.pays-de-bergerac.com,mairie,True,Verdon
mairie-51607-01,Mairie - Verdon,verdon.51@wanadoo.fr,"Adresse : Place de l'École,501210,Verdon | Tél : 03 26 81 26 97 | Fax : 03 26 42 88 82",,mairie,True,Verdon
mairie-09328-01,Mairie - Verdun,verdun.mairie@free.fr,"Adresse : 25 route des Côtes, 9310, Verdun | Tél : 05 61 64 96 43 | Fax : ",http://www.mairie-verdun-ariege.fr,mairie,True,Verdun
mairie-55545-01,Mairie - Verdun,mairie-verdun@grandverdun.fr,"Adresse : 11 rue du Président-Poincaré - BP 80719,55107,Verdun Cedex | Tél : 03 29 83 44 22 | Fax : 03 29 83 44 23",http://www.verdun.fr,mairie,True,Verdun
