#id,name,request_email,notes,home_page,tag_string
mairie-71516-01,Mairie - Serley,mairie.serley@wanadoo.fr,"Adresse : Le Bourg, 71310,Serley | Tél : 03 85 76 12 40 | Fax : 03 85 76 16 75",http://www.serley71.fr,mairie
mairie-80782-01,Mairie - Vaux-en-Amiénois,mairie.vaux-en-amienois@laposte.net,"Adresse : 3 rue du Flagard,80260,Vaux-en-Amiénois | Tél : 03 22 51 99 19 | Fax : 03 22 51 89 83",http://www.vaux-en-amienois.net,mairie
mairie-80783-01,Mairie - Vaux-Marquenneville,commune-vaux-marquenneville@orange.fr,"Adresse : Rue de la Mairie,80140,Vaux-Marquenneville | Tél : 03 22 25 79 70 | Fax : ",,mairie
mairie-80784-01,Mairie - Vaux-sur-Somme,mairie.vaux-sur-somme@wanadoo.fr,"Adresse : 1 rue du Calvaire,80800,Vaux-sur-Somme | Tél : 03 22 96 04 45 | Fax : ",http://www.vaux-sur-somme.fr,mairie
mairie-80785-01,Mairie - Vecquemont,mairiedevecquemont@orange.fr,"Adresse : 4 rue des illets,80800,Vecquemont | Tél : 03 22 48 44 73 | Fax : 03 22 96 84 24",http://www.vecquemont.fr,mairie
mairie-80787-01,Mairie - Vercourt,mairiedevercourt@orange.fr,"Adresse : Rue Flat'6,80120,Vercourt | Tél : 03 22 29 20 17 | Fax : 03 22 29 20 17",,mairie
mairie-80788-01,Mairie - Vergies,mairie.vergies@laposte.net,"Adresse : 50, rue de l'Église,80270,Vergies | Tél : 03 22 25 19 83 | Fax : 03 22 25 19 83",,mairie
mairie-80789-01,Mairie - Vermandovillers,mairie.vermandovillers@orange.fr,"Adresse : Rue Navierge,80320,Vermandovillers | Tél : 03 22 85 91 41 | Fax : 03 22 85 91 41",,mairie
mairie-80790-01,Mairie - Verpillières,mairie.verpillieres348@orange.fr,"Adresse : 6 Grande rue,80700,Verpillières | Tél : 03 22 78 59 62 | Fax : ",http://www.verpillieres.fr,mairie
mairie-80791-01,Mairie - Vers-sur-Selle,edouard.dussart@orange.fr,"Adresse : 19 route de Conty,80480,Vers-sur-Selle | Tél : 03 22 95 18 35 | Fax : 03 22 95 96 00",http://www.vers-sur-selle.fr,mairie
mairie-80792-01,Mairie - La Vicogne,mairie.lavicogne@orange.fr,"Adresse : Rue de la Vallée,80260,La Vicogne | Tél : 03 22 93 41 69 | Fax : ",,mairie
mairie-80793-01,Mairie - Vignacourt,mairie@vignacourt.fr,"Adresse : 222 rue Godard-Dubuc,80650,Vignacourt | Tél : 03 22 39 44 00 | Fax : 03 22 52 93 43",http://www.vignacourt.fr,mairie
mairie-80795-01,Mairie - Ville-le-Marclet,mairie.villelemarclet@orange.fr,"Adresse : 3 rue du 8-Mai-01945,80420,Ville-le-Marclet | Tél : 03 22 51 61 45 | Fax : ",http://www.ville-le-marclet.fr,mairie
mairie-80797-01,Mairie - Villers-aux-Érables,mairie.villers-aux-erables@wanadoo.fr,"Adresse : 8 rue du Château,80110,Villers-aux-Érables | Tél : 03 22 09 92 17 | Fax : ",,mairie
mairie-80799-01,Mairie - Villers-Bretonneux,mairie.victoria@wanadoo.fr,"Adresse : Place du Général-de-Gaulle,80800,Villers-Bretonneux | Tél : 03 22 96 31 00 | Fax : 03 22 96 31 04",http://www.villers-bretonneux.com,mairie
mairie-80800-01,Mairie - Villers-Campsart,commune.villerscampars@wanadoo.fr,"Adresse : 29 rue Principale,80140,Villers-Campsart | Tél : 03 22 90 30 42 | Fax : 03 22 90 30 42",,mairie
mairie-80801-01,Mairie - Villers-Carbonnel,mairie.villers-carbonnel@laposte.net,"Adresse : 12 rue du Charron,80200,Villers-Carbonnel | Tél : 03 22 84 11 35 | Fax : 03 22 84 11 35",,mairie
mairie-80802-01,Mairie - Villers-Faucon,mairie.villers-faucon@orange.fr,"Adresse : 20 rue Saint-Quentin,80240,Villers-Faucon | Tél : 03 22 86 65 07 | Fax : ",http://villers-faucon.jimdo.com,mairie
mairie-80803-01,Mairie - Villiers-les-Roye,mairie.villerslesroye@orange.fr,"Adresse : Rue de l'Église,80700,Villers-les-Roye | Tél : 03 22 87 02 41 | Fax : ",,mairie
mairie-80804-01,Mairie - Villers-sous-Ailly,contact-mairie-villers-sous-ailly@orange.fr,"Adresse : Place Communale,80690,Villers-sous-Ailly | Tél : 03 22 28 08 84 | Fax : 03 22 28 08 84",,mairie
mairie-80806-01,Mairie - Villers-sur-Authie,commune.villerssurauthie@orange.fr,"Adresse : 13 rue de l'Église,80120,Villers-sur-Authie | Tél : 03 22 29 92 18 | Fax : 03 22 19 18 92",http://www.mairie-villers-sur-authie.com,mairie
mairie-80807-01,Mairie - Ville-sur-Ancre,mairie.ville-sur-ancre@laposte.net,"Adresse : 5 rue de la Mairie,80300,Ville-sur-Ancre | Tél : 03 22 75 47 41 | Fax : 09 77 69 17 33",,mairie
mairie-80808-01,Mairie - Vironchaux,mairie.vironchaux@orange.fr,"Adresse : 12 rue Maillard,80150,Vironchaux | Tél : 03 22 23 51 92 | Fax : ",,mairie
mairie-80809-01,Mairie - Vismes,mairie.vismes@orange.fr,"Adresse : 1 rue du Moulin,80140,Vismes | Tél : 03 22 28 52 15 | Fax : ",,mairie
mairie-80810-01,Mairie - Vitz-sur-Authie,mairie.vitzsurauthie@orange.fr,"Adresse : 8 rue Principale-Villeroy,80150,Vitz-sur-Authie | Tél : 09 64 37 38 15 | Fax : 03 22 29 21 45",,mairie
mairie-80811-01,Mairie - Voyennes,mairie.voyennes@wanadoo.fr,"Adresse : 8 rue du Haut,80400,Voyennes | Tél : 03 22 88 97 76 | Fax : 03 22 88 97 76",,mairie
mairie-80812-01,Mairie - Vraignes-en-Vermandois,mairie.vraignes@wanadoo.fr,"Adresse : 5 rue Basse,80240,Vraignes-en-Vermandois | Tél : 03 22 85 62 56 | Fax : 03 22 85 62 56",,mairie
mairie-80813-01,Mairie - Vraignes-Lès-Hornoy,communevraignes@orange.fr,"Adresse : Rue d'Hormoy,80640,Vraignes-lès-Hornoy | Tél : 03 22 47 07 12 | Fax : ",,mairie
mairie-80814-01,Mairie - Vrély,mairie.vrely@wanadoo.fr,"Adresse : Rue de Caix,80170,Vrély | Tél : 03 22 88 00 24 | Fax : 03 22 88 00 24",,mairie
mairie-80815-01,Mairie - Vron,mairie.vron@wanadoo.fr,"Adresse : 17 rue Léon-Ternisien,80120,Vron | Tél : 03 22 29 92 13 | Fax : 03 22 29 37 97",http://www.mairie-de-vron.com,mairie
mairie-80819-01,Mairie - Wargnies,communewargnies@orange.fr,"Adresse : 2 rue du Pressoir,80670,Wargnies | Tél : 03 22 93 48 03 | Fax : ",,mairie
mairie-80820-01,Mairie - Warloy-Baillon,mairie.warloy-baillon@wanadoo.fr,"Adresse : 1 rue Jules-Ferry,80300,Warloy-Baillon | Tél : 03 22 40 55 26 | Fax : ",,mairie
mairie-80822-01,Mairie - Warsy,christophe.dumon449@orange.fr,"Adresse : 1, rue du Fond,80500,Warsy | Tél : 03 22 37 43 21 | Fax : 03 22 37 43 21",,mairie
mairie-80823-01,Mairie - Warvillers,mairie.warvillers@orange.fr,"Adresse : 18 rue de Rouvroy,80170,Warvillers | Tél : 03 22 37 44 98 | Fax : 03 22 37 44 98",,mairie
mairie-80824-01,Mairie - Wiencourt-l'Équipée,mairie.wiencourt@orange.fr,"Adresse : Rue Gaston-Blanchard,80170,Wiencourt-l'Équipée | Tél : 03 22 42 30 97 | Fax : 03 22 42 30 97",,mairie
mairie-80826-01,Mairie - Woignarue,mairie-woignarue@wanadoo.fr,"Adresse : 44 rue de la Mairie,80460,Woignarue | Tél : 03 22 30 74 53 | Fax : 03 22 30 72 55",http://mairiewoignarue.free.fr,mairie
mairie-80827-01,Mairie - Woincourt,mairie.woincourt@wanadoo.fr,"Adresse : Place de la Mairie,80520,Woincourt | Tél : 03 22 30 00 27 | Fax : 03 22 26 48 35",http://www.commune-woincourt.fr,mairie
mairie-80828-01,Mairie - Woirel,mairie.woirel@laposte.net,"Adresse : 9 rue de la Montagne,80140,Woirel | Tél : 03 22 28 60 75 | Fax : ",,mairie
mairie-80829-01,Mairie - Y,mairie.y@laposte.net,"Adresse : 3 rue de Roisel,80190,Y | Tél : 03 22 88 94 01 | Fax : ",,mairie
mairie-80830-01,Mairie - Yaucourt-Bussus,mairie.yaucourt-bussus@laposte.net,"Adresse : 5 rue Michel-Legry,80135,Yaucourt-Bussus | Tél : 03 22 28 10 82 | Fax : ",,mairie
mairie-80832-01,Mairie - Yvrench,mairie.yvrench@bbox.fr,"Adresse : 1 rue de la Maladrerie,80150,Yvrench | Tél : 03 22 31 46 86 | Fax : ",,mairie
mairie-80833-01,Mairie - Yvrencheux,mairie-yvrencheux@orange.fr,"Adresse : 16 rue du Brûle,80150,Yvrencheux | Tél : 03 22 31 64 22 | Fax : ",,mairie
mairie-80834-01,Mairie - Yzengremer,mairie.yzengremer@orange.fr,"Adresse : 12 place de la Mairie,80520,Yzengremer | Tél : 03 22 30 04 96 | Fax : ",http://www.yzengremer.fr,mairie
mairie-80835-01,Mairie - Yzeux,mairie.yzeux@laposte.net,"Adresse : 3 rue du Jeu-de-Paume,80310,Yzeux | Tél : 03 22 51 16 04 | Fax : 03 22 43 09 46",,mairie
mairie-80836-01,Mairie - Yonval,mairie.yonval@wanadoo.fr,"Adresse : 10 place des Marronniers,80132,Yonval | Tél : 03 22 24 74 75 | Fax : ",,mairie
maison_handicapees-80021-01,Maison départementale des personnes handicapées (MDPH) - Somme,mdph@somme.fr,"Adresse : Centre administratif départemental - 1 boulevard du Port - BP 70502,80037,Amiens Cedex 1 | Tél : 03 22 97 24 10 | Fax : 03 22 97 24 19",http://www.somme.fr,maison_handicapees
mission_locale-80001-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Abbeville,accueil@mlpm.org,"Adresse : Espace Saint-Gilles - 82 rue Saint-Gilles,80100,Abbeville | Tél : 03 22 20 14 14 | Fax : 03 22 20 14 10",http://www.mlpm.org,mission_locale
mission_locale-80021-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Amiens,mlife.grandamienois@mlifega.fr,"Adresse : 10 rue Gresset - BP 80419,80004,Amiens Cedex 1 | Tél : 03 22 50 04 50 | Fax : 03 22 50 04 51",http://www.mlifega.fr,mission_locale
mission_locale-80620-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Péronne (Santerre-Haute-Somme),contact@meef-shs.fr,"Adresse : Maison pour l'entreprise l'emploi et la formation - 8 rue de la Madeleine,80200,Péronne | Tél : 03 22 84 73 60 | Fax : 03 22 84 73 61",http://www.meef-shs.fr,mission_locale
mission_locale-80685-01,Mission locale pour l'insertion professionnelle et sociale des jeunes (16-25 ans) - Roye,mlcp@mlcp.org,"Adresse : 7 boulevard du Général-Leclerc,80700,Roye | Tél : 03 22 87 02 63 | Fax : ",http://www.mlcp.org,mission_locale
mjd-80021-01,Maison de justice et du droit d'Amiens,mjd-amiens@justice.fr,"Adresse : rue Léo Lagrange,80000,AMIENS | Tél : 03 22 22 29 90 | Fax : 03 22 43 91 12",,mjd
msap-80039-01,Maison de services au public - Ault,msap.ault@laposte.fr,"Adresse : Bureau de poste - Grande rue,80460,Ault | Tél : | Fax : ",https://www.maisondeservicesaupublic.fr/content/ault-bureau-de-poste,msap
msap-80086-01,Maison de services au public - Bernaville,msap.bernaville@laposte.fr,"Adresse : Bureau de poste - 6 rue du Général-Jean-Crépin,80370,Bernaville | Tél : | Fax : ",https://www.maisondeservicesaupublic.fr/content/bernaville-bureau-de-poste,msap
msap-80222-01,Maison de services au public - Crécy-en-Ponthieu,nathalie.wolmer@ponthieu-marquenterre.fr,"Adresse : Place Jean-de-Luxembourg,80150,Crécy-en-Ponthieu | Tél : 03 22 31 84 16 | Fax : ",https://www.maisondeservicesaupublic.fr/content/crecy-en-ponthieu-et-rue-point-accueil-multiservices,msap
msap-80406-01,Maison de services au public - Hallencourt,msap.hallencourt@laposte.fr,"Adresse : Bureau de poste - Rue de la République,80490,Hallencourt | Tél : | Fax : ",https://www.maisondeservicesaupublic.fr/content/hallencourt-bureau-de-poste,msap
msap-80554-01,Maison de services au public - Molliens-Dreuil,msap.molliens-dreuil@laposte.fr,"Adresse : Bureau de poste - 2 rue de l'Église,80540,Molliens-Dreuil | Tél : | Fax : ",https://www.maisondeservicesaupublic.fr/content/molliens-dreuil-bureau-de-poste,msap
msap-80598-01,Maison de services au public - Nouvion,msap.nouvion@laposte.fr,"Adresse : Bureau de poste - 85 route Nationale,80860,Nouvion | Tél : | Fax : ",https://www.maisondeservicesaupublic.fr/content/nouvion-bureau-de-poste,msap
msap-80606-01,Maison de services au public - Oisemont,msap.oisemont@laposte.fr,"Adresse : Bureau de poste - 6 rue du Général-de-Gaulle,80140,Oisemont | Tél : | Fax : ",https://www.maisondeservicesaupublic.fr/content/oisemont-bureau-de-poste,msap
msap-80677-01,Maison de services au public - Roisel,msap.roisel@laposte.fr,"Adresse : Bureau de poste - 27 rue Pasteur,80240,Roisel | Tél : | Fax : ",https://www.maisondeservicesaupublic.fr/content/roisel-bureau-de-poste,msap
ofii-80021-01,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale d'Amiens (dép. 02, 60, 80)",amiens@ofii.fr,"Adresse : 64 bis rue du Vivier,80000,Amiens | Tél : 03 22 91 28 39 | Fax : ",http://www.ofii.fr,ofii
onac-80021-01,Office national des anciens combattants et victimes de guerre (ONACVG) - Service départemental - Somme,st80@onacvg.fr,"Adresse : Cité administrative - 56 rue Jules-Barni,80040,Amiens | Tél : 03 22 71 67 00 | Fax : 03 22 71 67 04",https://www.onac-vg.fr,onac
paierie_departementale-80021-03,Paierie départementale - Somme,t080090@dgfip.finances.gouv.fr,"Adresse : 1 - 3 rue Pierre Rollin - CS 012301,80023,Amiens Cedex 3 | Tél : | Fax : 03 22 92 94 13",http://www.impots.gouv.fr,paierie_departementale
pif-80021-01,Point info famille - Amiens,asso.caps@wanadoo.fr,"Adresse : Association CAPS centre social - 21-169 rue Philéas-Lebesgue,80090,Amiens | Tél : 03 22 46 38 85 | Fax : 03 22 46 02 25",,pif
prefecture-80021-01,Préfecture - Somme,pref-courrier@somme.gouv.fr,"Adresse : 51, rue de la République,80020,Amiens Cedex 9 | Tél : 0821 80 30 80 / 0,12 euro la minute depuis un réseau fixe. Autre ligne : 03 22 97 80 80. | Fax : +33 3 22 92 13 98",http://www.somme.gouv.fr,prefecture
prefecture_greffe_associations-80021-01,Greffe des associations - Somme (Amiens),roxane.burg@somme.gouv.fr,"Adresse : Direction départementale de la cohésion sociale de la Somme - 3 boulevard de Guyancourt,80027,Amiens Cedex 1 | Tél : 03 22 50 23 63 | Fax : ",,prefecture_greffe_associations
prudhommes-80001-01,Conseil de prud'hommes d'Abbeville,cph-abbeville@justice.fr,"Adresse : 79 rue du Maréchal Foch - CS 70724,80142,ABBEVILLE CEDEX | Tél : 03 22 25 37 31 | Fax : 03 22 25 37 55",http://www.justice.gouv.fr/,prudhommes
rectorat-80021-01,Rectorat - Académie d'Amiens,ce.rectorat@ac-amiens.fr,"Adresse : 20 boulevard d'Alsace-Lorraine,80000,Amiens | Tél : 03 22 82 38 23 | Fax : 03 22 82 37 99",http://www.ac-amiens.fr,rectorat
sie-80001-01,Service des impôts des entreprises du centre des finances publiques d'Abbeville,sie.abbeville@dgfip.finances.gouv.fr,"Adresse : CS 85500 - 44 rue du Soleil-Levant,80107,Abbeville Cedex | Tél : 03 22 25 49 00 | Fax : 03 22 25 49 01",http://www.impots.gouv.fr,sie
sie-80021-02,Service des impôts des entreprises du centre des finances publiques d'Amiens Nord-Est,sie.amiens-nord-est@dgfip.finances.gouv.fr,"Adresse : CS 012301 - 1-3 rue Pierre-Rollin,80023,Amiens Cedex 3 | Tél : 03 22 46 84 99 | Fax : 03 22 46 83 20",http://www.impots.gouv.fr,sie
sie-80021-04,Service des impôts des entreprises du centre des finances publiques d'Amiens Sud Ouest,sie.amiens-sud-ouest@dgfip.finances.gouv.fr,"Adresse : CS 012301 - 1-3 rue Pierre-Rollin,80023,Amiens Cedex 3 | Tél : 03 22 46 84 99 | Fax : 03 22 46 83 20",http://www.impots.gouv.fr,sie
sie-80561-01,Service des impôts des entreprises du centre des finances publiques de Montdidier,sie.amiens-sud-ouest@dgfip.finances.gouv.fr,"Adresse : Le Prieuré - 11 rue Saint-Pierre,80500,Montdidier | Tél : 03 22 78 78 08 | Fax : 03 22 78 78 18",http://www.impots.gouv.fr,sie
sie-80620-01,Service des impôts des entreprises du centre des finances publiques de Péronne,sie.peronne@dgfip.finances.gouv.fr,"Adresse : BP 80015 - 2 avenue Charles-de-Gaulle,80201,Péronne Cedex | Tél : 03 22 84 77 77 | Fax : 03 22 84 77 78",http://www.impots.gouv.fr,sie
sip-80561-01,Service des impôts des particuliers du centre des finances publiques de Montdidier,sip.montdidier@dgfip.finances.gouv.fr,"Adresse : Le Prieuré - 11 rue Saint-Pierre,80500,Montdidier | Tél : 03 22 78 78 00 | Fax : 03 22 78 78 18",http://www.impots.gouv.fr,sip
sip-80620-01,Service des impôts des particuliers du centre des finances publiques de Péronne,sip.peronne@dgfip.finances.gouv.fr,"Adresse : BP 80015 - 2 avenue Charles-de-Gaulle,80201,Péronne Cedex | Tél : 03 22 84 77 77 | Fax : 03 22 84 77 78",http://www.impots.gouv.fr,sip
sous_pref-80001-01,Sous-préfecture - Abbeville,sp-abbeville@somme.gouv.fr,"Adresse : 19, rue des Minimes - BP 310,80103,Abbeville Cedex | Tél : 03 22 20 13 13 | Fax : +33 3 22 20 13 22",http://www.somme.gouv.fr,sous_pref
sous_pref-80561-01,Sous-préfecture - Montdidier,sp-montdidier@somme.gouv.fr,"Adresse : 7, rue Jean-Dupuy,80500,Montdidier | Tél : 03 22 98 30 30 | Fax : +33 3 22 98 30 20",http://www.somme.gouv.fr,sous_pref
sous_pref-80620-01,Sous-préfecture - Péronne,sp-peronne@somme.gouv.fr,"Adresse : 25, avenue Ch.-Boulanger - BP 60049,80201,Péronne Cedex | Tél : 03 22 83 64 44 | Fax : +33 3 22 83 64 20",http://www.somme.gouv.fr,sous_pref
ta-80021-01,Tribunal administratif - Amiens,ta-amiens@juradm.fr,"Adresse : 14 rue Lemerchier,80000,Amiens | Tél : 03 22 33 61 70 | Fax : 03 22 33 61 71",http://www.amiens.tribunal-administratif.fr,ta
tresorerie-80001-01,Trésorerie d'Abbeville,t080058@dgfip.finances.gouv.fr,"Adresse : 44 rue du Soleil-Levant - CS 85500,80107,Abbeville Cedex | Tél : 03 22 24 02 78 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-80003-01,Trésorerie d'Acheux-en-Amiénois,t080001@dgfip.finances.gouv.fr,"Adresse : 17 rue de Bertrancourt - BP 60005,80560,Acheux-en-Amiénois | Tél : 03 22 76 41 18 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-80016-01,Trésorerie d'Albert,t080049@dgfip.finances.gouv.fr,"Adresse : 1 rue du 8-Mai-01945 - BP 20035,80301,Albert Cedex | Tél : 03 22 75 06 81 | Fax : 03 22 75 44 39",http://www.impots.gouv.fr,tresorerie
tresorerie-80021-01,Trésorerie Grand Amiens et Amendes,t080007@dgfip.finances.gouv.fr,"Adresse : CS 012301 - 1-3 rue Pierre-Rollin,80023,Amiens Cedex 3 | Tél : 03 22 46 83 83 | Fax : 03 22 71 20 59",http://www.impots.gouv.fr,tresorerie
tresorerie-80039-01,Trésorerie d'Ault,t080059@dgfip.finances.gouv.fr,"Adresse : Rue Léon-Blum,80460,Ault | Tél : 03 22 60 41 24 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-80212-01,Trésorerie de Corbie,t080015@dgfip.finances.gouv.fr,"Adresse : 13 place de la République - BP 70036,80800,Corbie | Tél : 03 22 48 00 17 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-80222-01,Trésorerie de Crécy-en-Ponthieu,t080062@dgfip.finances.gouv.fr,"Adresse : 1 ter rue Maréchal-Leclerc-de-Hautecloque - BP 80003,80150,Crécy-en-Ponthieu | Tél : 03 22 23 51 19 | Fax : 03 22 23 66 84",http://www.impots.gouv.fr,tresorerie
tresorerie-80253-01,Trésorerie de Doullens,t080068@dgfip.finances.gouv.fr,"Adresse : 9 boulevard Ernest-Dehée - BP 60082,80600,Doullens | Tél : 03 22 77 02 98 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-80318-01,Trésorerie de Flixecourt,t080069@dgfip.finances.gouv.fr,"Adresse : Chemin de la Catiche - BP 40224,80420,Flixecourt | Tél : 03 22 51 60 16 | Fax : 03 22 51 23 89",http://www.impots.gouv.fr,tresorerie
tresorerie-80368-01,Trésorerie de Friville-Escarbotin,t080060@dgfip.finances.gouv.fr,"Adresse : 24 rue du Maréchal-Foch - CS 30064,80130,Friville-Escarbotin | Tél : 03 22 30 20 69 | Fax : 03 22 60 01 16",http://www.impots.gouv.fr,tresorerie
tresorerie-80373-01,Trésorerie de Gamaches,t080063@dgfip.finances.gouv.fr,"Adresse : 10 rue des Déportés,80220,Gamaches | Tél : 03 22 26 11 24 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-80406-01,Trésorerie de Hallencourt - Airaines,t080064@dgfip.finances.gouv.fr,"Adresse : 10 rue Saint-Louis - BP 40010,80490,Hallencourt | Tél : 03 22 28 61 27 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-80410-01,Trésorerie de Ham - Nesle,t080054@dgfip.finances.gouv.fr,"Adresse : 1 bis rue de Corcy,80400,Ham | Tél : 03 23 81 10 86 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-80561-01,Trésorerie de Montdidier,t080031@dgfip.finances.gouv.fr,"Adresse : 4 rue Thory - BP 40099,80500,Montdidier | Tél : 03 22 78 03 93 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-80570-01,Trésorerie de Moreuil,t080032@dgfip.finances.gouv.fr,"Adresse : Rue Docteur-Sauveur-Lemaître - BP 90008,80110,Moreuil | Tél : 03 22 09 70 88 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-80606-01,Trésorerie d'Oisemont,t080071@dgfip.finances.gouv.fr,"Adresse : 8 rue Roger-Salengro - BP 80031,80140,Oisemont | Tél : 03 22 25 10 29 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-80620-01,Trésorerie de Péronne,t080073@dgfip.finances.gouv.fr,"Adresse : 2 avenue Charles-de-Gaulle - CS 80015,80200,Péronne | Tél : 03 22 84 53 29 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-80622-01,Trésorerie de Picquigny,t080035@dgfip.finances.gouv.fr,"Adresse : 42 rue Jean-Choquet - CS 600003,80310,Picquigny | Tél : 03 22 51 40 15 | Fax : 03 22 51 36 73",http://www.impots.gouv.fr,tresorerie
tresorerie-80630-01,Trésorerie de Poix-de-Picardie - Quevauvillers,t080036@dgfip.finances.gouv.fr,"Adresse : 27 place de la République - BP 70015,80290,Poix-de-Picardie | Tél : 03 22 90 00 58 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-80680-01,Trésorerie de Rosières-en-Santerre,t080042@dgfip.finances.gouv.fr,"Adresse : CS 70090 - 2 place du Maréchal-Leclerc,80170,Rosières-en-Santerre | Tél : 03 22 88 03 83 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-80685-01,Trésorerie de Roye,t080043@dgfip.finances.gouv.fr,"Adresse : 6 boulevard Gracchus-Babeuf - BP 010130,80700,Roye | Tél : 03 22 87 01 74 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-80688-01,Trésorerie de Rue,t080065@dgfip.finances.gouv.fr,"Adresse : 9 rue du Château - BP 80033,80120,Rue | Tél : 03 22 25 01 11 | Fax : ",http://www.impots.gouv.fr,tresorerie
tresorerie-80721-01,Trésorerie de Saint-Valery-sur-Somme,t080066@dgfip.finances.gouv.fr,"Adresse : 37 quai du Romerel,80230,Saint-Valery-sur-Somme | Tél : 03 22 60 82 50 | Fax : ",http://www.impots.gouv.fr,tresorerie
accompagnement_personnes_agees-81021-01,Plateforme d'accompagnement et de répit pour les aidants de personnes âgées - Aussillon,contact@adar81.fr,"Adresse : Centre d'accueil de jour - 104 avenue de Toulouse, 81200,Aussillon | Tél : 05 63 97 70 40 | Fax : ",http://www.adar81.fr,accompagnement_personnes_agees
adil-81004-01,Agence départementale d'information sur le logement (Adil) - Tarn,adil81@wanadoo.fr,"Adresse : Résidence Leclerc - 3 boulevard Lacombe, 81000,Albi | Tél : 05 63 48 73 80 | Fax : 05 63 48 73 81",http://www.adiltarn.org,adil
anah-81004-01,Agence nationale de l'habitat (Anah) - Tarn,ddt-anah@tarn.gouv.fr,"Adresse : Direction départementale des territoires du Tarn - 19 rue de Ciron, 81013,Albi Cedex 9 | Tél : 05 81 27 50 02 | Fax : 05 81 27 50 06",http://www.anah.fr,anah
bureau_de_douane-81004-01,Bureau de douane - Albi,r-albi@douane.finances.gouv.fr,"Adresse : 1 rue Gabriel Pech - BP 155, 81005,Albi Cedex | Tél : 09 70 27 61 60 | Fax : 05 63 38 16 44",,bureau_de_douane
bureau_de_douane-81099-02,Bureau de douane (viticulture) - Gaillac,viti-gaillac@douane.finances.gouv.fr,"Adresse : 1 rue du Père Gibrat, 81600,Gaillac | Tél : 09 70 27 62 36 | Fax : 05 63 57 21 61",http://www.douane.gouv.fr,bureau_de_douane
cdg-81004-01,Centre de gestion de la fonction publique territoriale - Tarn,cdg81@cdg81.fr,"Adresse : 188 rue de Jarlard, 81000,Albi | Tél : 05 63 60 16 50 | Fax : 05 63 60 16 51",http://www.cdg81.fr,cdg
centre_impots_fonciers-81004-01,Centre des impôts foncier dAlbi,sip.albi@dgfip.finances.gouv.fr,"Adresse : Centre des finances publiques d'Albi - 209 rue du Roc, 81014,Albi Cedex 9 | Tél : 05 63 48 89 89 | Fax : ",http://www.impots.gouv.fr,centre_impots_fonciers
cg-81004-01,Conseil départemental - Tarn,contact@tarn.fr,"Adresse : Hôtel du département - Lices Georges-Pompidou, 81000,Albi | Tél : 05 63 45 64 64 | Fax : 05 63 45 65 12",http://www.tarn.fr,cg
chambre_agriculture-81004-01,Chambre d'agriculture - Tarn,accueil@tarn.chambagri.fr,"Adresse : 96 rue des Agriculteurs - BP 89, 81003,Albi Cedex | Tél : 05 63 48 83 83 | Fax : 05 63 48 83 09",http://www.tarn.chambagri.fr,chambre_agriculture
chambre_metier-81004-01,Chambre de métiers et de l'artisanat (CMA) - Tarn,direction@cm-tarn.fr,"Adresse : Cunac - 112 route des Templiers - CS 22340, 81020,Albi Cedex 9 | Tél : 05 63 48 43 53 | Fax : 05 63 38 40 25",http://www.cm-tarn.fr,chambre_metier
cidf-81004-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Tarn - Castres,cidffcastres@wanadoo.fr,"Adresse : 34 rue Milhau-Ducommun, 81100,Castres | Tél : 05 63 72 15 00 | Fax : 05 63 72 19 38",http://www.infofemmes-mp.org/-CIDFF_Tarn-,cidf
cidf-81065-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Tarn - Albi,cidff.tarn@wanadoo.fr,"Adresse : 2 avenue du Colonel-Teyssier, 81000,Albi | Tél : 05 63 47 01 34 | Fax : 05 63 47 08 34",http://www.infofemmes-mp.org,cidf
cij-81021-01,Point information jeunesse - Aussillon,pij-aussillon@lecgs.org,"Adresse : Loisir éducation et citoyenneté Grand-Sud - Avenue du Grand-Pont, 81200,Aussillon | Tél : 05 63 98 95 16 | Fax : ",http://www.loisireduc.org,cij
