#id,name,request_email,notes,home_page,tag_string,valid_email,commune,commune_in_name
gendarmerie-97128-01,Brigade de gendarmerie - Sainte-Anne 97128-01,bta.ste-anne@gendarmerie.interieur.gouv.fr,"Adresse : 1 Impasse Joas Section Castaing,97180,Sainte-Anne | Tél : +590 85 19 50 | Fax : +590 85 19 60",http://www.gendarmerie.interieur.gouv.fr,gendarmerie,True,Sainte-Anne,True
cij-34172-06,Point information jeunesse - Montpellier 34172-06,secretariat@nouas.org,"Adresse : 925 rue d'Alco,34080,Montpellier | Tél : 04 67 10 02 17 | Fax : 04 67 03 45 07",http://www.nouas.org,cij,True,Montpellier,True
cij-51454-03,Point information jeunesse - Reims 51454-03,sabhia.idani@maisondequartier-reims.fr,"Adresse : 3 rue du Docteur-Billard,501100,Reims | Tél : 03 26 49 47 07 | Fax : 03 26 49 47 03",https://www.jeunes-ca.fr,cij,True,Reims,True
cij-51454-06,Point information jeunesse - Reims 51454-06,association.noelpaindavoine@noelpaindavoine.fr,"Adresse : Association Noël-Paindavoine - 9 rue Noël,501100,Reims | Tél : 03 26 79 11 20 / 03 26 79 11 29 | Fax : ",,cij,True,Reims,True
cij-97413-03,Point information jeunesse - Saint-Leu 97413-03,mio.saintleu@mio.re,"Adresse : Mission intercommunale de l'ouest - 271 rue du Général-Lambert,97436,Saint-Leu | Tél : +262 2 62 34 84 34 | Fax : +262 2 62 34 84 33",http://www.mio.re,cij,True,Saint-Leu,True
cij-97413-01,Point information jeunesse - Saint-Leu 97413-01,Plateforme.ServiceChaloupe@mairie-saintleu.fr,"Adresse : La Chaloupe - 221 A rue Alexandre-Bègue,97416,Saint-Leu | Tél : +262 2 62 54 85 41 | Fax : +262 2 62 54 88 99",,cij,True,Saint-Leu,True
cij-42218-02,Point information jeunesse - Saint-Étienne 42218-02,saintejeunes@saint-etienne.fr,"Adresse : 6 rue de la Résistance,42000,Saint-Étienne | Tél : 04 77 48 77 48 | Fax : ",http://www.saint-etienne.fr,cij,True,Saint-Étienne,True
cij-42218-01,Point information jeunesse - Saint-Étienne 42218-01,santejeunes@saint-etienne.fr,"Adresse : Espace info jeunes - 6 rue de la Résistance,42000,Saint-Étienne | Tél : 04 77 48 77 00 | Fax : ",http://www.saint-etienne.fr,cij,True,Saint-Étienne,True
cij-88160-02,Point information jeunesse - Épinal 88160-02,pointcyb.vierge@wanadoo.fr,"Adresse : Centre social du Plateau de la Vierge - Place Luc-Escande,88000,Épinal | Tél : 03 29 64 03 03 | Fax : ",http://www.cidj.com,cij,True,Épinal,True
cij-88160-03,Point information jeunesse - Épinal 88160-03,bij@epinal.fr,"Adresse : Centre social Denise-Louis - 2 rue Henry-Sellier,88000,Épinal | Tél : 03 29 68 51 29 | Fax : ",http://www.epinal.fr,cij,True,Épinal,True
sie-93001-02,Service des impôts des entreprises du centre des finances publiques d'Aubervilliers 93001-02,sie.aubervilliers@dgfip.finances.gouv.fr,"Adresse : 87, boulevard Félix-Faure,93307,Aubervilliers | Tél : 01 48 11 72 00 | Fax : 01 48 11 72 50",http://www.impots.gouv.fr,sie,True,Aubervilliers,True
sie-93001-01,Service des impôts des entreprises du centre des finances publiques d'Aubervilliers 93001-01,sie.aubervilliers@dgfip.finances.gouv.fr,"Adresse : 87, boulevard Félix-Faure,93307,Aubervilliers Cedex | Tél : 01 48 11 72 65 | Fax : ",http://www.impots.gouv.fr,sie,True,Aubervilliers,True
sie-91477-01,Service des impôts des entreprises du centre des finances publiques de Palaiseau 91477-01,sie.palaiseau@dgfip.finances.gouv.fr,"Adresse : 3, rue Émile-Zola,901874,Palaiseau Cedex | Tél : 01 69 31 83 59 | Fax : 01 69 31 83 07",http://www.impots.gouv.fr,sie,True,Palaiseau,True
sie-91477-02,Service des impôts des entreprises du centre des finances publiques de Palaiseau 91477-02,sie.palaiseau@dgfip.finances.gouv.fr,"Adresse : 3, rue Émile-Zola,901874,Palaiseau Cedex | Tél : 01 69 31 83 59 | Fax : 01 69 31 83 07",http://www.impots.gouv.fr,sie,True,Palaiseau,True
sie-97225-01,Service des impôts des entreprises du centre des finances publiques de Saint-Pierre 97225-01,sip-sie.saint-pierremartinique@dgfip.finances.gouv.fr,"Adresse : 8, rue Justine,97250,Saint-Pierre | Tél : +596 5 96 78 13 56 | Fax : +596 5 96 78 17 78",http://www.impots.gouv.fr,sie,True,Saint-Pierre,True
sie-97416-01,Service des impôts des entreprises du centre des finances publiques de Saint-Pierre 97416-01,sie.st-pierre-de-la-reunion@dgfip.finances.gouv.fr,"Adresse : CS 97751 - ZAK BANK - 1, rue du Père-Raimbault,97751,Saint-Pierre Cedex | Tél : +262 2 62 35 98 00 | Fax : ",http://www.impots.gouv.fr,sie,True,Saint-Pierre,True
suio-78646-01,Service universitaire d'information et d'orientation (SUIO) - Université Versailles Saint-Quentin-en-Yvelines - antenne de Versailles 78646-01,orientationvers.defip@uvsq.fr,"Adresse : Bâtiment Buffon - 1er étage - Bureau 108 - 45 avenue des États-Unis,78035,Versailles Cedex | Tél : 01 39 25 46 10 | Fax : 01 39 25 46 15",http://www.uvsq.fr,suio,True,Versailles,True
78646-01,Service universitaire d'information et d'orientation (SUIO) - Université Versailles Saint-Quentin-en-Yvelines - antenne de Versailles 78646-01,orientationvers.devu@uvsq.fr,"Adresse : Bâtiment Buffon - 1er étage - Bureau 108 - 45 avenue des États-Unis,78035,Versailles Cedex | Tél : 01 39 25 46 10 | Fax : 01 39 25 46 15",http://www.uvsq.fr,#VALUE!,True,Versailles,True
tresorerie-39043-01,Trésorerie de Beaufort 39043-01,t039005@dgfip.finances.gouv.fr,"Adresse : 5 route d'Augisey - BP 6,39190,Beaufort | Tél : 03 84 25 02 82 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,Beaufort,True
tresorerie-73034-01,Trésorerie de Beaufort 73034-01,t073006@dgfip.finances.gouv.fr,"Adresse : Montée de l'Outray,73270,Beaufort | Tél : 04 79 38 36 63 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,Beaufort,True
tresorerie-23096-02,Trésorerie de Guéret 23096-02,sip.gueret@dgfip.finances.gouv.fr,"Adresse : 3 avenue de Laure - BP 102, 23002, Guéret Cedex | Tél : 05 55 51 73 90 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,Guéret,True
tresorerie-23096-01,Trésorerie de Guéret 23096-01,t023011@dgfip.finances.gouv.fr,"Adresse : 3 avenue de Laure - BP 125, 23003, Guéret Cedex | Tél : 05 55 52 42 72 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,Guéret,True
tresorerie-68297-01,Trésorerie de Saint-Louis 68297-01,t068120@dgfip.finances.gouv.fr,"Adresse : 9 croisée des Lys - BP 39,68301,Saint-Louis Cedex | Tél : 03 89 89 70 40 | Fax : 03 89 89 70 49",http://www.impots.gouv.fr,tresorerie,True,Saint-Louis,True
tresorerie-97414-01,Trésorerie de Saint-Louis 97414-01,t104007@dgfip.finances.gouv.fr,"Adresse : 32 rue du Général-Lambert - CS 70082,97899,Saint-Louis Cedex | Tél : +262 2 62 26 10 62 | Fax : +262 2 62 91 32 49",http://www.impots.gouv.fr,tresorerie,True,Saint-Louis,True
tresorerie-64445-01,Trésorerie municipale de Bayonne 64445-01,t064036@dgfip.finances.gouv.fr,"Adresse : 2 avenue Louise-Darracq - BP 712,64109,Bayonne Cedex | Tél : 05 59 55 69 26 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,Bayonne,True
tresorerie-64102-01,Trésorerie municipale de Bayonne 64102-01,t064036@dgfip.finances.gouv.fr,"Adresse : 2 avenue Louise Darracq - BP 712,64109,Bayonne Cedex | Tél : 05 59 55 69 26 | Fax : ",http://www.impots.gouv.fr,tresorerie,True,Bayonne,True
agefiph-63113-01,Agefiph - Auvergne-Rhône-Alpes - Clermont-Ferrand 63113-01,auvergne-rhones-alpes@agefiph.asso.fr,"Adresse : Immeuble Gergovia - 65 boulevard François-Mitterrand - 6e étage,63010,Clermont-Ferrand | Tél : 08 00 11 10 09 / Numéro vert : service et appel gratuits. | Fax : 04 73 34 76 93",http://www.agefiph.fr,agefiph,True,Clermont-Ferrand,False
agefiph-38193-01,Agefiph - Auvergne-Rhône-Alpes - L'Isle-d'Abeau 38193-01,auvergne-rhone-alpes@agefiph.asso.fr,"Adresse : Parc d'affaires de Saint-Hubert - 33 rue Saint-Théobald,38080,L'Isle-d'Abeau | Tél : 08 00 11 10 09 / Numéro vert : service et appel gratuits. | Fax : 04 74 94 08 93 ",http://www.agefiph.fr,agefiph,True,L'Isle-d'Abeau,False
agefiph-51454-01,Agefiph - Grand Est - Reims 51454-01,grand-est@agefiph.asso.fr,"Adresse : Immeuble Reims 2000 - 95 boulevard du Général-Leclerc - 4e étage,501100,Reims | Tél : 08 00 11 10 09 / Numéro vert : service et appel gratuits. | Fax : 03 26 50 66 20",http://www.agefiph.fr,agefiph,True,Reims,False
agefiph-54395-01,Agefiph - Grand Est - Nancy 54395-01,grand-est@agefiph.asso.fr,"Adresse : Immeuble Joffre-Saint-Thiébaut - 13-15 boulevard Joffre,54000,Nancy | Tél : 08 00 11 10 09 / Numéro vert : service et appel gratuits. | Fax : 03 83 90 81 41",http://www.agefiph.fr,agefiph,True,Nancy,False
agefiph-59350-01,Agefiph - Hauts-de-France - Lille 59350-01,hauts-de-france@agefiph.asso.fr,"Adresse : 27 bis rue du Vieux-Faubourg,59040,Lille Cedex | Tél : 08 00 11 10 09 / Numéro vert : service et appel gratuits. | Fax : 03 20 14 57 39",http://www.agefiph.fr,agefiph,True,Lille,False
agefiph-80021-01,Agefiph - Hauts-de-France - Amiens 80021-01,hauts-de-france@agefiph.asso.fr,"Adresse : 3 rue Vincent-Auriol - CS 64801,80048,Amiens Cedex 1 | Tél : 08 00 11 10 09 / Numéro vert : service et appel gratuits. | Fax : 03 22 54 26 85",http://www.agefiph.fr,agefiph,True,Amiens,False
agefiph-33063-01,Agefiph - Nouvelle-Aquitaine - Bordeaux 33063-01,nouvelle-aquitaine@agefiph.asso.fr,"Adresse : ZAC Coeur-de-Bastide - Le Millénium 2 - 13 rue Jean-Paul-Alaux,33072,Bordeaux Cedex | Tél : 08 00 11 10 09 / Numéro vert : service et appel gratuits. | Fax : 05 56 49 66 74",http://www.agefiph.fr,agefiph,True,Bordeaux,False
agefiph-87085-01,Agefiph - Nouvelle-Aquitaine - Limoges 87085-01,nouvelle-aquitaine@agefiph.asso.fr,"Adresse : Immeuble Manager 2 - 3 cours Gay-Lussac,87008,Limoges Cedex | Tél : 08 00 11 10 09 / Numéro vert : service et appel gratuits. | Fax : 05 87 19 38 86",http://www.agefiph.fr,agefiph,True,Limoges,False
agefiph-86194-01,Agefiph - Nouvelle-Aquitaine - Poitiers 86194-01,nouvelle-aquitaine@agefiph.asso.fr,"Adresse : Capitole V - 14 boulevard Chasseigne,86035,Poitiers Cedex | Tél : 08 00 11 10 09 / Numéro vert : service et appel gratuits. | Fax : 05 49 60 34 44",http://www.agefiph.fr,agefiph,True,Poitiers,False
agefiph-31555-01,Agefiph - Occitanie - Toulouse 31555-01,occitanie@agefiph.asso.fr,"Adresse : Immeuble la Passerelle Saint Aubin - 17 boulevard de la Gare - BP 95827,301505,Toulouse Cedex 5 | Tél : 08 00 11 10 09 / Numéro vert : service et appel gratuits. | Fax : 05 62 47 88 25",http://www.agefiph.fr,agefiph,True,Toulouse,False
agefiph-34172-01,Agefiph - Occitanie - Montpellier 34172-01,occitanie@agefiph.asso.fr,"Adresse : ZAC Antigone - Immeuble Antalya - 119 Avenue Jacques-Cartier - CS 019008,34967,Montpellier Cedex 2 | Tél : 08 00 11 10 09 / Numéro vert : service et appel gratuits. | Fax : 04 99 13 73 25",http://www.agefiph.fr,agefiph,True,Montpellier,False
ademe-14327-01,Agence de lenvironnement et de la maîtrise de lénergie (ADEME) - Normandie - Rouen 14327-01,Ademe.normandie@Ademe.fr,"Adresse : Immeuble les Galets du Roi - 30 rue Gadeau-de-Kerville, 76100, Rouen | Tél : 02 35 62 24 42 | Fax : ",http://www.normandie.Ademe.fr,ademe,True,Rouen,False
ademe-76540-01,Agence de lenvironnement et de la maîtrise de lénergie (ADEME) - Normandie - Rouen 76540-01,Ademe.normandie@Ademe.fr,"Adresse : 30 rue Gadeau-de-Kerville - Immeuble Les Galées du Roi,76100,Rouen | Tél : 02 35 62 24 42 | Fax : 02 32 81 93 13",http://www.normandie.Ademe.fr,ademe,True,Rouen,False
anah-49007-01,Agence nationale de l'habitat (Anah) - Maine-et-Loire - Angers 49007-01,ddt-anah@maine-et-loire.gouv.fr,"Adresse : Direction départementale des territoires (DDT) - Service Construction Habitat Ville - 15 bis rue Dupetit-Thouars,49047,Angers Cedex 1 | Tél : 02 41 86 66 07 | Fax : 02 41 86 82 76",http://www.anah.fr,anah,True,Angers,False
anah-49007-02,Agence nationale de l'habitat (Anah) - Maine-et-Loire - Angers 49007-02,cellulehabitat@maine-et-loire.fr,"Adresse : Service logement et développement social - Hôtel du département - 48 boulevard Maréchal-Foch - CS 94104,49941,Angers Cedex 09 | Tél : 02 41 18 80 79 | Fax : ",http://www.maine-et-loire.fr,anah,True,Angers,False
afpa-97411-01,Assistance à la formation professionnelle des adultes à la Réunion (AFPAR) - Saint-Denis 97411-01,cfpa-nord@afpar.com,"Adresse : 70 boulevard de Saint-François,97487,Saint-Denis | Tél : +262 2 62 90 21 90 | Fax : +262 2 62 90 21 99",http://www.afpar.com,afpa,True,Saint-Denis,False
afpa-97411-02,Assistance à la formation professionnelle des adultes à la Réunion (AFPAR) - Saint-Denis 97411-02,direction@afpar.com,"Adresse : 151 rue Juliette-Dodu,97487,Saint-Denis Cedex | Tél : +262 2 62 94 72 60 | Fax : +262 2 62 21 36 13",http://www.afpar.com,afpa,True,Saint-Denis,False
gendarmerie-97410-01,Brigade de gendarmerie - Sainte-Anne - Saint-Benoît 97410-01,cob.st-benoit@gendarmerie.interieur.gouv.fr,"Adresse : Sainte-Anne - 1 rue Roger Dijoux,97470,Saint-Benoît | Tél : +262 97 50 60 | Fax : +262 97 50 64",http://www.gendarmerie.interieur.gouv.fr,gendarmerie,True,Saint-Benoît,False
cidf-67180-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Bas-Rhin - Strasbourg 67180-01,strasbourg@cidff67.fr,"Adresse : 24 rue du 22-Novembre,67000,Strasbourg | Tél : 03 88 32 03 22 | Fax : 03 88 24 60 86",http://www.cidff67.fr,cidf,True,Strasbourg,False
cidf-67482-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Bas-Rhin - Strasbourg 67482-01,strasbourg@cidff67.fr,"Adresse : 24 rue du 22-Novembre,67000,Strasbourg | Tél : 03 88 32 03 22 | Fax : 03 88 24 60 86",http://www.cidff67.fr,cidf,True,Strasbourg,False
cidf-13004-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Bouches-du-Rhône - Arles 13004-01,accueil.cidff.arles@gmail.com,"Adresse : Espace Chiavary - 12 boulevard Emile-Zola, 013200, Arles | Tél : 04 90 93 47 76 | Fax : 09 72 43 28 03",http://bouchesdurhone-arles.cidff.info,cidf,True,Arles,False
cidf-13201-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Bouches-du-Rhône - Marseille 13201-01,contact@cidff13.net,"Adresse : Immeuble Le Strasbourg 2 - 1 rue de Forbin, 013003, Marseille | Tél : 04 96 11 07 99 | Fax : 04 91 55 57 25",http://www.bouchesdurhone-phoceen.cidff.info,cidf,True,Marseille,False
cidf-24322-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Dordogne - Périgueux 24322-01,cidff-dordogne24@orange.fr,"Adresse : 4 rue Kléber, 24000, Périgueux | Tél : 05 53 35 90 90 | Fax : ",http://www.infofemmes-aquitaine.org,cidf,True,Périgueux,False
cidf-24037-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Dordogne - Bergerac 24037-01,cidff-dordogne24@orange.fr,"Adresse : 21 boulevard Jean-Moulin, 24100, Bergerac | Tél : 05 53 63 32 30 | Fax : ",http://www.infofemmes-aquitaine.org,cidf,True,Bergerac,False
cidf-33063-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Gironde - Bordeaux 33063-01,cidff.gironde@orange.fr,"Adresse : 13 rue Thiac,33000,Bordeaux | Tél : 05 56 44 30 30 | Fax : 05 56 48 40 60",http://gironde.cidff.info,cidf,True,Bordeaux,False
cidf-33243-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Gironde - Bordeaux 33243-01,cidff.gironde@orange.fr,"Adresse : 13 rue Thiac,33000,Bordeaux | Tél : 05 56 44 30 30 | Fax : 05 56 48 40 60",http://gironde.cidff.info,cidf,True,Bordeaux,False
cidf-92050-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Hauts-de-Seine - Nanterre 92050-01,cidff92nanterre@gmail.com,"Adresse : 71 rue des Fontenelles,92000,Nanterre | Tél : 01 71 06 35 50 | Fax : 01 49 06 94 69",http://hautsdeseine-nanterre.cidff.info,cidf,True,Nanterre,False
cidf-92012-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Hauts-de-Seine - Boulogne-Billancourt 92012-01,info@cidff92bb.fr,"Adresse : 5 rue des Quatre-Cheminées,92100,Boulogne-Billancourt | Tél : 01 41 31 08 74 | Fax : ",,cidf,True,Boulogne-Billancourt,False
cidf-92023-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Hauts-de-Seine - Clamart 92023-01,cidffclamart92@free.fr,"Adresse : 55 avenue Jean-Jaurès,92140,Clamart | Tél : 01 46 44 71 77 | Fax : ",http://www.hautsdeseine-clamart.cidff.info,cidf,True,Clamart,False
cidf-40279-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Landes - Saint-Paul-lès-Dax 40279-01,cidff.stpaul@orange.fr,"Adresse : Centre social - Résidence Metge - 112 avenue de la Résistance,40990,Saint-Paul-lès-Dax | Tél : 05 58 91 57 51 | Fax : ",http://www.infofemmes.com,cidf,True,Saint-Paul-lès-Dax,False
cidf-40192-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Landes - Mont-de-Marsan 40192-01,cidfland@wanadoo.fr,"Adresse : Bosquet - Résidence La Douze - 181 rue Renée-Darriet,40000,Mont-de-Marsan | Tél : 05 58 46 41 43 | Fax : 05 58 75 56 69",http://www.infofemmes.com,cidf,True,Mont-de-Marsan,False
cidf-44109-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Loire-Atlantique - Nantes 44109-01,cidffnantes@orange.fr,"Adresse : 5 rue Maurice-Duval,44000,Nantes | Tél : 02 40 48 13 83 | Fax : 02 40 48 22 80",http://loireatlantique-nantes.cidff.info,cidf,True,Nantes,False
cidf-44184-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Loire-Atlantique - Saint-Nazaire 44184-01,cidffnazairien44@orange.fr,"Adresse : 115 boulevard Maupertuis,44600,Saint-Nazaire | Tél : 02 40 66 53 08 | Fax : ",http://www.paysdelaloire-fr.cidff.info,cidf,True,Saint-Nazaire,False
cidf-45234-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Loiret - Orléans 45234-01,contact.cidff45@gmail.com,"Adresse : Résidence Dauphine - 5 rue des Roses,45100,Orléans | Tél : 02 38 77 02 33 | Fax : ",http://www.infofemmes.com,cidf,True,Orléans,False
cidf-45208-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Loiret - Montargis 45208-01,contact-cidff45mo@orange.fr,"Adresse : 31 avenue Louis-Maurice-Chautemps,45200,Montargis | Tél : 02 38 98 53 76 | Fax : ",http://www.infofemmes.com,cidf,True,Montargis,False
cidf-54323-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Meurthe-et-Moselle - Longwy 54323-01,cediffbaie.longwy54@wanadoo.fr,"Adresse : Maison des services du Grand Longwy - 14 rue Stanislas - BP 25-4,54405,Longwy Cedex | Tél : 03 82 23 29 88 | Fax : 03 82 25 40 50",http://www.infofemmes.com,cidf,True,Longwy,False
cidf-54329-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Meurthe-et-Moselle - Lunéville 54329-01,secretariat@cidff-luneville.fr,"Adresse : 9 rue René-Basset,54300,Lunéville | Tél : 03 83 74 21 07 | Fax : ",http://www.meurtheetmoselle-luneville.cidff.info,cidf,True,Lunéville,False
cidf-54395-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Meurthe-et-Moselle - Nancy 54395-01,cidff54@sfr.fr,"Adresse : 1 rue du Manège,54000,Nancy | Tél : 03 83 35 35 87 | Fax : ",http://meutheetmoselle-nancy.cidff.info,cidf,True,Nancy,False
cidf-57463-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Moselle - Metz 57463-01,ciff-cidf.metz@wanadoo.fr,"Adresse : 2 rue du Haut-de-Sainte-Croix,57000,Metz | Tél : 03 87 76 03 48 | Fax : 03 87 76 31 79",http://www.infofemmes.com,cidf,True,Metz,False
cidf-57227-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Moselle - Forbach 57227-01,ciff-cidf-bhl57@orange.fr,"Adresse : Mairie - Avenue Saint-Rémy,57600,Forbach | Tél : 03 87 84 31 25 | Fax : 03 87 84 30 32",http://www.infofemmes.com,cidf,True,Forbach,False
cidf-59350-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Nord - Lille 59350-01,cidfflille@gmail.com,"Adresse : 92 B rue des Stations,59000,Lille | Tél : 03 20 54 27 66 | Fax : ",http://www.nord-lille.cidff.info,cidf,True,Lille,False
cidf-59599-01,Centre d'information sur les droits des femmes et des familles (CIDFF) - Nord - Tourcoing 59599-01,cidffrbxpcgmarcq@gmail.com,"Adresse : 124 bis rue de l'Epidème,59200,Tourcoing | Tél : 03 20 01 37 37 | Fax : ",http://www.infofemmes.com,cidf,True,Tourcoing,False
crib-03321-01,Centre de ressources et d'information des bénévoles (Crib) - Profession sport et loisirs d'Auvergne - Moulins 03321-01,auvergne@profession-sport-loisirs.fr,"Adresse : Maison départementale des sports - 4 rue de Refembre, 3000, Moulins | Tél : 04 70 44 79 21 | Fax : 04 70 44 79 21",http://www.auvergne.profession-sport-loisirs.fr,crib,True,Moulins,False
crib-03190-01,Centre de ressources et d'information des bénévoles (Crib) - Profession sport et loisirs d'Auvergne - Moulins 03190-01,auvergne@profession-sport-loisirs.fr,"Adresse : Maison départementale des sports - 4 rue de Refembre, 3000, Moulins | Tél : 04 70 44 79 21 | Fax : 04 70 44 79 21",http://auvergne.profession-sport-loisirs.fr,crib,True,Moulins,False
cio-62588-01,Centre dinformation et dorientation (CIO) - Montreuil - Montreuil-sur-Mer 62588-01,ce.0620205l@ac-lille.fr,"Adresse : 11 rue de la Licorne,62170,Montreuil-sur-Mer | Tél : 03 21 06 10 22 | Fax : ",http://www.education.gouv.fr,cio,True,Montreuil-sur-Mer,False
cnfpt-51108-01,Centre national de la fonction publique territoriale (CNFPT) - Antenne départementale - Marne - Châlons-en-Champagne 51108-01,secretariat.drca51@cnfpt.fr,"Adresse : Complexe Gérard-Philippe - 19 avenue du Général-Sarrail - CS 60189,501009,Châlons-en-Champagne Cedex | Tél : 03 26 64 37 43 | Fax : 03 26 21 43 00",http://www.cnfpt.fr,cnfpt,True,Châlons-en-Champagne,False
cnfpt-51454-01,Centre national de la fonction publique territoriale (CNFPT) - Antenne départementale - Marne - Reims 51454-01,aline.rossetti@cnfpt.fr,"Adresse : Faculté de droit - 57 bis rue Pierre-Taittinger,501100,Reims | Tél : 03 26 64 72 98 | Fax : ",http://www.cnfpt.fr,cnfpt,True,Reims,False
cij-21231-01,Centre régional information jeunesse - Bourgogne-Franche-Comté - Dijon 21231-01,documentation@jeunes-bfc.fr,"Adresse : Maison des associations - 2 rue des Corroyeurs - Boîte aux lettres LL1, 201000, Dijon | Tél : 03 80 44 18 35 | Fax : 03 80 44 18 45",http://www.ijbourgogne.com,cij,True,Dijon,False
cij-25056-01,Centre régional information jeunesse - Bourgogne-Franche-Comté - Besançon 25056-01,contact@jeunes-bfc.fr,"Adresse : 27 rue de la République, 25000, Besançon | Tél : 03 81 21 16 16 | Fax : 03 81 82 83 17",http://www.jeunes-fc.com,cij,True,Besançon,False
cci-07019-01,Chambre de commerce et d'industrie (CCI) - Ardèche - Aubenas 07019-01,accueil@ardeche.cci.fr,"Adresse : 24 chemin La Temple - BP 215, 7205, Aubenas Cedex | Tél : 04 75 88 07 07 | Fax : 04 75 33 07 07",http://www.ardeche.cci.fr,cci,True,Aubenas,False
cci-07186-01,Chambre de commerce et d'industrie (CCI) - Ardèche - Privas 07186-01,accueil@ardeche.cci.fr,"Adresse : 140 chemin de Saint-Clair, 7000, Privas | Tél : 04 75 88 07 07 | Fax : 04 75 33 07 07",http://www.ardeche.cci.fr,cci,True,Privas,False
cci-07010-01,Chambre de commerce et d'industrie (CCI) - Ardèche - Annonay 07010-01,accueil@ardeche.cci.fr,"Adresse : Parc des Platanes - 38 rue Sadi-Carnot - BP 185, 7104, Annonay Cedex | Tél : 04 75 88 07 07 | Fax : 04 75 33 07 07",http://www.ardeche.cci.fr,cci,True,Annonay,False
cci-12202-01,Chambre de commerce et d'industrie (CCI) - Aveyron - Rodez 12202-01,info@aveyron.cci.fr,"Adresse : 17 rue Aristide-Briand - BP 3349, 012033, Rodez Cedex 9 | Tél : 05 65 77 77 00 | Fax : 05 65 77 77 09",http://www.aveyron.cci.fr,cci,True,Rodez,False
cci-12145-01,Chambre de commerce et d'industrie (CCI) - Aveyron - Millau 12145-01,a.roques@aveyron.cci.fr,"Adresse : 38 boulevard de l'Ayrolle, 012100, Millau | Tél : 05 65 77 77 00 | Fax : 05 65 59 59 17",http://www.aveyron.cci.fr,cci,True,Millau,False
cci-81065-01,Chambre de commerce et d'industrie (CCI) - Tarn - Castres 81065-01,cci@tarn.cci.fr,"Adresse : 40 allée Alphonse-Juin - BP 30217,801101,Castres Cedex | Tél : 05 67 46 60 00 | Fax : 05 67 46 60 02",http://www.tarn.cci.fr,cci,True,Castres,False
cci-81004-01,Chambre de commerce et d'industrie (CCI) - Tarn - Albi 81004-01,cci@tarn.cci.fr,"Adresse : Maison de l'économie - 1 avenue Général-Hoche,801012,Albi Cedex 9 | Tél : 05 67 46 60 00 | Fax : 05 67 46 60 01",http://www.tarn.cci.fr,cci,True,Albi,False
epci-88196-01,Communauté de communes - Hautes Vosges - Gérardmer Cédex 88196-01,contact@cchautesvosges.fr,"Adresse : Espace du Tilleul - 16 rue Charles-de-Gaulle - 2ème étage - BP 60091,88403,Gérardmer Cédex | Tél : 03 29 27 29 04 | Fax : 03 29 63 48 69",http://cchautesvosges.fr,epci,True,Gérardmer Cédex,False
epci-88486-01,Communauté de communes - Hautes Vosges - Gérardmer 88486-01,contact@cchautesvosges.fr,"Adresse : 16 rue Charles-de-Gaulle,88400,Gérardmer | Tél : 03 29 27 29 04 | Fax : ",http://www.cchautesvosges.fr,epci,True,Gérardmer,False
epci-24212-01,Communauté de communes - Portes Sud Périgord - Eymet 24212-01,cc.portessudperigord@orange.fr,"Adresse : 23 avenue de la Bastide, 24500, Eymet | Tél : 05 53 22 57 94 | Fax : ",http://www.psp24.fr,epci,True,Eymet,False
epci-24167-01,Communauté de communes - Portes Sud Périgord - Eymet 24167-01,cc.portessudperigord@orange.fr,"Adresse : 23 avenue de la Bastide, 24500, Eymet | Tél : 05 53 22 57 94 | Fax : 05 53 22 57 94",http://www.ccpsp24.fr,epci,True,Eymet,False
epci-70198-01,Communauté de communes - Quatre Rivières - Dampierre-sur-Salon 70198-01,secretariat@cc4r.eu,"Adresse : 8 rue Jean-Mourey,70180,Dampierre-sur-Salon | Tél : 03 84 67 13 74 | Fax : 03 84 67 29 07",http://www.cc4r.eu,epci,True,Dampierre-sur-Salon,False
